ИНН,Организация
7674306701,"ООО ""Базис"""
6759115283,Елкин Абрам Олегович
6759142142,"ООО ""РозТорг"""
7674208863,"ООО ""УРАЛЬСКИЙ ЗАВОД РТИ ЭЛАСТОМЕР"""
7670371611,"ООО ИЦРТИ ""РЕГИОНАВТОСНАБСТРОЙ"""
6758224708,ООО «ПФБ «Звезда»
6764034791,МКОУ ДОД ЦДОД г. Михайловска
6758355934,"ООО ""Институт пассивного дома"""
7673209705,"ООО ""Властелин колес"""
7686035781,"ООО фирма ""ПРУЗ"""
767306110262,"ООО ""КОМПАНИЯ ДРАЙВ"""
766008870481,"ООО ""Каменный цветок 2"""
6604014021,Елсуков Емельян Степанович
6758083430,"ООО МПО ""ИЦИиП"""
6604020025,"ООО ""Нерудные Ресурсы"""
675803969621,"ООО ""СМЦ Стами"""
7671168972,"ООО ""СО ""Экспресс-Сервис"""
7674351616,"ООО ""ТО ""Экспресс-Сервис"""
7704684769,"ЗАО ""Оксихим"""
7670378166,Елфимова Маша Ульяновна
7670084423,"ООО ""НИКОТЭС"""
7678005688,"ООО ""АЕ Урал"""
6758077236,"ООО ""ПСК ТРАНСКОМ"""
767415201167,"ООО ""МПК"" Строй-Регион"""
7683003862,ППО ЮТД
6764038531,"ООО ""СтандартСтрой"""
766000270133,"ООО ""Индустриальный парк ""Урал"""
6759162773,"ООО ""Городской отель"""
0315990182,"ООО ""Финстарт"""
6759168415,"ООО ""Золотые Ключи"""
6758421231,"ООО ""ДУБРАВА-ЛЭНД"""
6608004472,Емельянов Ярослав Георгевич
6730068010,Еналуева Лариса Юрьевна
7674201498,"ООО ""ТД ""УралСнабСбыт"""
6761000385,"ООО ""Ледел Урал"""
7687025117,Енокян Нарине Суреновна
7671323610,"ООО ""Фортуна"""
7672224690,"ГАОУ СПО СО ""ЕКАТЕРИНБУРГСКИЙ ЭНЕРГОТЕХНИКУМ"""
7670291469,Койнова Маша Алексеевна
6758405688,"ТСЖ ""ГЕОРГИЕВСКИЕ ДАЧИ"""
675207362900,"ООО ""ЕЗ ОЦМ - Трейд"""
7670219416,"ООО ""ЕЗ ОЦМ-Актив"""
6762113945,"ООО ""ЭнергоКомКомплект"""
7678039824,"ООО ""Урал Минералз"""
7679010955,"ЗАО ""Инвестстрой - Екб"""
7687070871,"ООО ""АрктикСтрой"""
7623058715,"ООО ""ТД Провиант опт"""
660600014881,"ООО ""Мебель-Комфорт"""
7674313138,"ПК ""АЙТЕКС-1С"""
7670111081,"ЗАО ""Огнеборец"""
7660131353,"ООО ""Союз маркет"""
6758412701,"ООО ""База-СТС"""
7670346770,"ГБУ СО ""Центр подготовки спортивных сборных команд Свердловской"
7670369041,"ООО ""ГРАФТ"""
7674245223,"ООО ""ТК ""АвтоМир"""
767003336461,"ЗАО ""УРАЛИНТЕХ"""
7202198518,"ООО ""Трайс"""
7670273753,"ООО ""АлЮнд"""
7660148036,Ермаков Дмитрий Семенович
7670376151,МАДОУ № 133
7639009424,Иванов Дмитрий Брониславович
7670188990,"ТСЖ (КОНДОМИНИМУМ) ""ГРАНИТ - 1"" (НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ)"
7683001209,"ООО ""Ермилов и К"""
7671199868,"ЗАО ""Управляющая компания ТЭС"""
6758284218,"ООО ""УК Теплоэнергосервис"", ООО ""УК ТЭС"""
6758208560,"ООО ""НПП Эталон-Инженеринг"""
7678004356,"ООО ""Технологии здоровья"""
6761070001,"ООО ""ЭКСПЕРТ"""
7672214212,"ООО ""Компания ГКС-Урал"""
7672224860,"ООО ""МЦКА"""
7660135975,"ООО ""Технопарк Север"""
675897524858,"ООО ""АВАКОРУС"""
6762001134,"ООО ""Кафетерий ""АКАДЕМИЧЕСКИЙ"""
6758262768,Ерофуев Аристофан Олегович
6762020271,"ООО КГС ""Брис"""
6762072757,"ООО ""НГД"""
6606021578,Ерофуева Танзиля Каюмовна
7674333381,"ООО ""АЛГЕН"""
7674238635,"ООО ""Золотая гора"""
7670106074,"ООО ""УралЗолото"""
7670108385,"МКУ ""Архив Нижнесергинского муниципального района"""
7673237572,"ООО ""Автобазис"""
7686039440,"ООО ""ЭкспоСтрой"""
675800616843,"ОАО ""УИМ"""
7715729877,"ООО ""ЛЕМОНД"""
7672139011,"ООО""Спецрегион-Тагил"""
6608001810,"ООО ""Медицинский Центр Шанс- II"""
7627004698,"ООО ""Медицинский центр ""Шанс"""
7671268769,"ЗАО ""Новаком"""
767115471356,"ООО ""Автоуслуги"""
6761057279,"ООО ""ИнноПротект"""
6759082694,"ООО ""Квазар"""
7674203199,"ООО УТК ""Кедр"""
6759046738,"МКОУ ""Камышевская Сеш № 9"""
6606019120,"ООО ""УГПК"""
7671220894,"ООО ""Екатеринбург-СИТИ"""
7679048910,"ООО ""СтройПроектМонтаж"""
6761082910,"ООО ""АбсолютСервис"""
6761094873,"ООО ""Детройт Альфа"""
7670056296,Есипов Алексей Алексеевич
7679020128,"ЗАО АСЦ ""Правобережный"""
7671429286,"ООО ""МВ-куб"""
7687027435,"ООО ""ИК ""Правобережный"""
6754010199,Еськова Галина Георгиевна
6758184647,"МБОУ ДОД КГО ""КДШИ №1"""
766000357736,"ООО ""УОМЗ"""
6764043796,"ООО ""Северэлектромонтаж"""
7686021718,"ООО ""ПроЭлектро"""
7670364413,Счетная палата Свердловской области
6758147349,АКСО СО
6758210625,"ООО СК ""Гауди"""
6758227770,"ООО ""ААА-Консалт"""
767010771779,"ООО ""Сега"""
7660018020,"ООО ""Навигатор-Инжиниринг"""
7670016487,"ООО ВП ""НТБЭ"""
7674308339,"ООО ЧОП ""СОВА-1"""
6606038010,Ефимчук Анатолий Константинович
7673148795,Ефременко Митрофан Асланбекович
6606028580,"ООО ""Гефест"""
7670305601,"ТСЖ ""Новый Уктус-1"""
7660017036,"ООО ""ТСМ"""
766000574240,"ОАО ""Гипроспецгаз"""
6758172031,"ООО ""Типография Уральский Печатный Дом"""
7103041266,"ООО ""Тимир-Сервис"""
6758431180,"ООО ""Стелла Нова"""
660403734312,Ефремочкин Дмитрий Михайлович
763800488161,"ООО ""Консорт Урал"""
7670047238,"ООО ""УралСиб-Фурнитура"""
7639020709,"ООО ""ТПК ""Дары Московии"""
7673247080,"ООО ""СТУДЕНЧЕСКАЯ-80"""
7674120697,Жабруев Василий Борисович
7660002245,"МКУ ""ЦБ и МТО МОУ Ленинского района"""
7684001890,Жаворонкова Маргарет Георгиевна
6761088076,"ООО УТК ""Девять островов"""
7673107570,"ООО Кондитерское объединение ""Девять островов"""
767351422337,"ЗАО ""КондиКапитал"""
7686022221,"ООО ""ПромГазСтрой"""
7686000186,"ООО ""ПКФ ""Легион"""
7686012488,"ООО ""Квадро-Альянс"""
6759076468,"ООО ""Уралтэк"""
6758433364,"ООО ""Уральский Дом"""
6606032812,"НОУ ""Центр профессионального обучения""; НОУ ""ЦПО"""
7672138924,"ООО ""МаркА"""
7678007642,"ООО ""УралФинИнвест"""
6763058038,"ЗАО НПКП ""Буркомплект"""
7679059573,"ООО ""Агентство Маркетинг-Бюро"""
7679021410,"ООО ""Декор плюс"""
7660080772,"ООО ""Чермет-Саратов"""
7671382782,"ООО ""Технология Плюс"""
6758393993,"ОАО ""ДСП"""
7680000856,"ООО ""ПК Уралстальконструкция"""
6761004358,"ООО ""Перспектива"""
7706756608,"ООО ""Эгида-32"""
6763056376,"ООО ""Термострой СКС"""
6758384678,"ООО ""ТермоКомплект"""
6752019686,"ООО ""ТрейдимпЪ"""
767356182336,"ООО ""Куртис"""
6758036938,"ПГЭК ""Московский"""
6606017885,"ООО ""ЕНДС-Урал"""
660600012161,"ООО ""СТ"""
7670261489,"ООО СП ""Европейский салон"""
7671122135,МАОУ гимназия № 116
7639010130,Жданова Милена Юрьевна
761100070001,"ООО ""Реалика"""
676300000166,Жегуль Юрий Борисович
7670104207,Жегуль Маша Вениаминовна
7670381024,"ООО ""АКМ-ИТ"""
7670386008,"ООО ""КРИСТАЛЛ"""
7673183599,Железков Митрофан Алексеевич
7660130342,"ООО ""Каменное литье"""
7660149784,"ООО ""УК ""Малахит"""
7671110605,"ООО ""Мак Пик Юнион"""
7670079014,"ООО ""Мак Пик Премиум"""
7670011418,"ООО ""Хорешие Люди Урал"""
7670268082,"ООО ""ИНВЕСТ-ПРОМ"""
7672208561,"ООО ""Мир сигнализаций"""
7671269297,"ООО ""РМ-Групп"""
6759039113,"ООО ""Звено плюс"""
7673175776,"ООО ""ФУРНИПРОФ"""
676103615435,"ООО ""НУОЛИДЖИА"""
7678013294,"ООО ""Алексейит"""
7679040290,"ОАО ""Страховая компания ""СОГАЗ-Мед"""
7679000900,"ООО ""ГРАНИТ РЕСУРС"""
7671286895,"ООО ""Галёрка"""
7646009312,"ООО ""ТехАвиа"""
7671262069,"ГКПТУ ""ОТОПС Свердловской области"""
7670048464,"ООО Инженерные системы ""КРИСТАЛЛ"""
7660074828,МБДОУ - детский сад комбинированного вида № 26
7670008292,"ООО ""ГКЦ"""
7673221646,"ООО ""Промстрой инжиниринг"""
660902681049,"ООО ""Аудит"""
7672338264,"ООО ""Северснаб"""
6759179262,Жильцова Галина Геннадьевна
7674348892,"ООО ""САНСАРА-С"""
7670208781,"ООО ""Каменные традиции"""
7203216382,"ООО ""Пром Групп"""
7670011552,"ООО ""Люче де Люкс"""
767304555604,"ООО ""Вентиляция"""
6759177590,"ООО ""Торговый дом РДО"""
6758424842,"ТСЖ ""Электриков22"""
7687048121,МБДОУ детский сад № 488
7671122079,"ООО ""Триопромтрейд"""
7672176368,"МП ""Мужевское ЖКХ"""
6764033131,Жлудов Руслан Степанович
7674239371,"ООО ""СОКУДО"""
6761023840,"ЗАО ""Уралтвердосплав"""
7810530129,"ООО ""Ювелирная шкатулка"""
7679030278,Организация Всероссийского общества инвалидов Орджоникидзевского
7670219470,МБДОУ - ДЕТСКИЙ САД КОМБИНИРОВАННОГО ВИДА № 468
6764082570,"ООО ""Спецодежда-А"""
6752015963,"ООО ""Риэл-лизинг"""
7670343156,"ООО ""Риэл-лизинг Инвест"""
7670149720,"ОАО ""Молочная Благодать"""
763303756970,"ООО ЧОО ""Взвод"""
675811582949,"ООО ""СтройОлимп"""
7686021820,Жуков Юрий Алексеевич
6758419842,"ООО ""Связь-Проект"""
767400723410,"ООО ""Группа Связь-Проект"""
7674369726,"ООО ""Фирма ""Корона-М"""
6764024218,"ООО Ломбард ""Экспресс-Капитал"""
7686008971,"ООО ""Крона"""
676402069544,"ООО ""Жуковские колбасы"""
7670336430,Жукова Алсу Махмутовна
7686035397,"ООО ""МПП Жуковские колбасы"""
6606034915,"ООО ""ПромКомплектЦентр"""
7672215960,Жукова Дина Алексеевна
7671160941,МБДОУ детский сад №316
6759037514,"ООО ""МИА ПРОЕКТ"""
6759215270,"ООО ""УК ПЕРСПЕКТИВА"""
6758225780,"ООО ""Уютвиль-Север"""
7672324286,"ГУП СО ""Фармация"""
7686033720,"ООО ""Энергоспецпроект"""
6761098187,ИПЭ УрО РАН
7671385991,Жуланов Алексей Анатольевич
6759198870,"ООО ЧОП ""А-Щит Регион-1"""
6761085886,"ООО ЧОП ""А-Щит Регион"""
6759112483,"ООО ""Буртехснаб"""
7673249296,"ООО ""Иссейдон"""
7670070170,"ЗАО ""УПП - 61"""
6762068795,Приход во имя святого великомученика Георгия Победоносца села Сл
6759211773,"ООО ""УПП"""
675900604961,Журавлев Степан Витальевич
6759043991,Журавлев Владислав Кимович
7679023224,МИ ФНС России по Уральскому федеральному округу
7672173037,"ООО ""РЭТ"""
7670139425,"ООО ""ИСК"""
6758068489,МАОУ Сеш №140 с углубленным изучением отдельных предметов
7671191026,"ООО ""Форес"""
7639019711,Журавлева Любовь Алексеевна
7673183870,ООО «Газпромнефть Развитие»
7686006893,"ООО ""ГК ""Авто-Премиум"""
7678015140,"ГБОУ СО ""ЦПМСС ""Ресурс"""
7729569415,"ООО Компания ""Делкам Урал"""
7671432948,"ООО ""ПЛМ Урал"""
7674367630,"ООО ""Делкам-Урал"""
7660014339,"ООО ""Ателье ""МЕДВЕЖОНОК"""
7686005113,"ООО ""Агросервис-Исеть"""
6758438700,"ТСЖ ""Парковый-1"""
7660005969,"ОАО ""ОКБ ""Новатор"""
676100029785,"ООО ""УРАЛПЭИ"""
7673230425,"ООО ""Проспект-Екатеринбург"""
7671164520,"ОАО ""ЧМПЗ"""
676401444190,"ООО ""Прэмикс"""
6758370870,"ООО ""Тогас-Екатеринбург"""
7670405677,"МБУК ""ДК ""Совхозный"""
7670404987,"ООО ""Спортивная база ""РИНГС"""
7646017232,Забарчук Магдалена ГрЕмельяневна
7629019455,"ООО ""КорДим"""
7679017742,"ООО""Энергохимкомплект"""
7660002702,"ООО ""СпецГазПроект"""
7670413251,Забокрицкий Митрофан Степанович
7623001846,"ООО ""ДИС"""
6758361790,"ООО ""СЗВО"""
6763062531,МБВСОУ ЦО № 196
6758094168,"ЗАО ""АЛЬСТОМ Грид"""
7671341232,"СПК "" Нива"""
6758386932,"ООО ""СТО"""
6759159280,"ООО ""ТехСервисМонтаж"""
6756007755,Заварзин Руслан Степанович
7639002771,"ООО ""3Д Лаб"""
7671376281,"ООО ""СтройДор"""
6606019057,"ЗАО ""Сити-Телеком"""
7679024299,Инская дистанция электроснабжения
6758433237,"ООО ПК ""Уралтехстрой"""
7674352747,"ООО Интерхолдинг ""Фарадей"""
7679011412,Заводовский Емельян Вениаминович
744603093293,"ООО ""Таурус"""
6758079272,"ООО ""РеалИнвест 3000"""
6758221360,"ООО ТК ""ПИВИЭМ"""
6758411032,"ООО ""Малышева-73"""
675807566035,"ООО ""АДЕЛИ"""
7620008152,"ЗАО ""Инвестиционная компания Сириус"""
7679007024,"ООО ""Терминал"""
8904007029,Заволжин Виктор Степанович
7670384138,"ООО ""Буревестник"""
6758403948,"ООО ""КДЛ ДОМОДЕДОВО-ТЕСТ"""
6758994730,"ООО ""АЭР"""
7670245399,"ТСЖ ""КРАСНОЛЕСЬЯ,20"""
6759218766,"ООО ""АВЭЛ"""
7673206101,Завьялов Руслан Юрьевич
7673221830,"ООО ""Автострада - Урал"""
6758012599,"ООО ""Заказ - строй"""
6758073200,"ООО "" Заказ - строй """
675900367629,"ООО ""КИППРОМ"""
767116082049,Завьялов Митрофан Филиппович
7674367359,"ООО ""Бета"""
7674311412,Завьялова Мария Ульяновна
7686010642,"ООО ""ЮРИКО"""
7817023475,"ООО ""Ламет"""
7670342385,"ОАО ""Уралгипротранс"""
7672199959,"ОАО ""РЭУ"""
6758367993,"ГКУ ""Красноуральский ЦЗ"""
1414009994,"ООО ""МАСгрупп"""
570209046475,"ООО ""ТагБир"""
7671390938,МКОУ Сеш С.НАКОРукОВО
7671329732,МБОУ Сеш № 151 С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ОТДЕЛЬНЫХ ПРЕДМЕТОВ
7725751783,"ООО ""Геополис"""
7671388872,"ООО ""СТК"""
676307086733,"ООО ""Лаки-Ойл"""
7671189404,"ООО ""УрАА"""
766000643582,"ООО ""Бытком"""
7670287913,"ООО ""Вэлид Солюшн"""
7670241524,"ООО ""ТОРНАДО"""
7670061909,СУ СК России по Свердловской области
7679020424,"ООО ""ПФ ""СпецМетКомплект"""
7674375381,"ОАО ""ЗКИ""; ОАО ""Завод керамических изделий"""
7672319763,"МБОУ ДОД Центр ""Новая Авеста"""
7670095231,"ООО ""Бонус-ВСТ"""
7670204032,УПФР в Кировском районе города Екатеринбурга Свердловской област
7686995770,"ООО ""Эрион"""
6758255947,"ГЭК ""Сурикова,56"""
6758104475,"ООО ""ВЦ ""Актив"""
7660085594,"ООО """"Экспресс займ"""""
6758334927,"ООО ""Премиум"""
7679021121,Зайков Юрий Геннадьевич
7674324919,"ООО ""ЦЭМ ""НЕОМЕД"""
6449067058,"ООО ""НПФ ""МТТ"""
6758182128,"ОАО ""ВНИИМТ"""
6763008541,"ООО ""ПроектПланСервис"""
7686021884,"ООО ""Новый Авгур"""
7673159752,"ООО ""Строительная компания - Екатеринбург"""
7671201193,"ООО ""РМП Строй"""
7670324308,"ООО ""Сталекс"""
7670153885,"ООО ""УралПолимер"""
7718882023,"ЗАО ""НАСОСТЕХМАШ"""
7670373834,"ООО ""Нода Софт"""
7671243411,Зайцев Аристофан Степанович
7672285196,"ООО ""Строительная Компания УСТ"""
7671402189,"ООО ПКФ ""Уралсантех"""
6761053348,"ЗАО ""ИЦ ""Уралтехэнерго"""
6758064981,"ООО Транспортный холдинг ""Груз и Линии"""
660100377855,"СРО ОООИВА - ""Инвалиды войны"""
7678024761,"ООО ""Агроком"""
7673246993,"БАНК ""РЕЗЕРВ"" (ОАО)"
675200786378,"ООО ""МК 126"""
675205453453,"ООО ""Промкомплектация"""
7670278429,"ООО ""РосМетПром - Трейд"""
6758443813,"ООО ""РОСМЕТПРОМ"""
762000342789,"ООО ""РГ ""Пресс-сервис Урал"""
6758383275,"ООО ""Урал Медиа-сервис"""
7671149360,"ООО ""РосЧист"""
7670148003,БИЦ КГО
7674212975,"ООО ""МЕРКУРИЙ ИТ"""
7674322238,"ООО ""МЦ ""Доктор Плюс"""
6758293773,"ООО ""Альтернатива"""
7687073311,"ООО ""ЭСТОЛЬ"""
7673118705,Зайченко Маша Юрьевна
6761078014,Закаменных Руслан Юрьевич
6759082831,Закиев Тахир Фаотович
7674187405,Закиева Магдалена Борисовна
7670261873,"ООО ""ДЕНТА"""
7673161041,"ООО ""Элис"""
6758455833,"ООО ""Автоспец Сервис"""
6758318770,"ООО ""Логистика Север"""
7728170427,Закирова Емельяна Рашидовна
7679041738,НОУВПО Гуманитарный университет
7673223393,"ООО Мастерская мебели ""Кентавр"""
6758127367,"ООО ""Лидер-С"""
764606758690,Залевский Вячеслав Михайлович
7671193224,"ООО ""Деланте"""
7673117109,"ООО Компания ""Кашпо-Центр"""
6761075790,"ТСЖ ""Тихвинский"""
6761098483,"ЗАО ""Алдан"""
7678007075,"ООО ТД ""Дота"""
7672239746,"ООО ""ИСП"""
7673189745,"ООО ""МСК ""НВ Урал"""
675200222406,"ООО ""Торн-Интер"""
6758197533,ГАУ «КЦСОН Чкаловского района г.Екатеринбурга»
7674156012,"ООО ""ТЦ ""Ювелиры Урала"""
6758395221,"ОАО ""ТК ""Уралювелир-маркет"""
7686011879,"ООО ""Киноман"""
7670215820,"ООО ""Литек"""
7672189125,Запенков Митрофан Степанович
6762117361,"ООО ""Гранд-Бух"""
7686016330,"ООО ""Ажур-сервис"""
7672331300,"ООО""МАКСАТ-ОЙЛ"""
6758155614,"ООО ""ТЭКВУР"""
8907000134,"ООО ""Уралстройкомплект -1"""
767105781302,"ООО ""АВТОТРЕК"""
6758285606,"ООО ""Спецлифтмонтаж"""
6763062355,"ООО ""ЭКОферма ""ГАРМОНИЯ"""
6758402937,Зарипова Рафина Борисовна
6763035880,Зарипова Магдалена Валерьевна
7660019295,"ООО ""Уралоптторг-Ек"""
7686007572,"ООО ""Полиметаллы Северного Урала"""
7612014593,"ООО ""Урал-Аспект сервис"""
7671296068,РОО содействия и развития специалистов ИТ-отрасли
7620002217,"ООО ""Ист-Арт"""
6758368556,"ООО ""ТД""Папиллонс-Урал"""
675895563072,"ООО ""АвтоЛизингНягань"""
6759159883,"ООО ""ТесКом Урал"""
675809898744,"ЗАО ""УРБО"""
7670361700,Захаров Алексей Анатольевич
7670118129,"ООО ""Поларис"""
6761067904,"ООО ""Русские самоцветы -УЗПК"""
7672287940,ЗАО УЗПК
6606037120,"ООО ""Уралпромсервис"""
675809299490,"ООО ""НИККО МОТОРС"""
7670343847,"ООО ""Медиа Продакшн"""
675800476275,"ООО ""УралЭксперт"""
6758358741,"ОАО ""ЗБМО"""
6758299990,"ООО ""Прессмаш"""
675800710726,"ООО ""СтройКвартал"""
7679017380,"ООО ""Спецреахим"""
7686054103,"ООО ""АТЛ"""
7686037538,"ООО ""ГидроТЭКС"""
7673249049,"Крестьянское хозяйство ""Захарова"""
6762012320,"ЗАО ""Мелком-трейдинг"""
7660151790,"ООО ""ТБ"""
7660001481,"ООО ""АртСтройТорг"""
767110182833,Захаров Митрофан Геннадьевич
6758313797,"ООО ""Астра-Мебель"""
7671178554,МБОУ Сеш № 215
7671387131,"ЗАО ""Сивар-Электро"""
6764064404,Захарова Жанна Юрьевна
6759004914,"КУ ""Государственный архив Югры"""
7627017510,Захарова Маша Валерьевна
6759041680,МКОУ ХМР Сеш им. А.С. Макшанцева п. Кедровый
676307520090,МКДОУ детский сад № 56
676100063627,"ООО ""УТК-Запад"""
6758196145,Зацепин Юрий Асланбекович
6764048530,Управление Росреестра по Свердловской области
7672163134,"ООО ""Энергоресурс-СО"""
6761058674,Зашляпина Маша Юрьевна
6759169419,"ООО ""БРИГ"""
676100063708,"ООО ""ПЛК"""
7728639370,"ООО ""Арента"""
6758363325,"ООО ""УРАЛЗАЩИТА-ЕКАТЕРИНБУРГ"""
6762126020,"ООО ""АЛЬФАГОРТЕКС"""
6758220768,"ЖСК ""Тихий Берегъ"""
6758305757,"ООО ТЭК ""ТСУ"""
7670020959,"ООО ""МакПол"""
7673244470,"ООО ""Инженерная изоляция"""
6758240154,"ООО ""НЭП"""
6762085756,Звозников Аристофан Аристархович
7673092045,"ООО МФО ""Профинвест"""
7670125454,"ООО ""СтройИнтегра"""
7670367326,"ООО ""Чистюля"""
7718013714,ДТЭЦ ЗАП СИБ Ж Д ОАО РЖД
6758274629,"ООО ""Уралновик"""
6759207840,"ООО ""Белый лист"""
7671409402,"ООО ""Магнат"""
7671226751,"ООО ""Сладкие продукты"""
766009469064,ЕКАТЕРИНБУРГСКАЯ МО РСМ
7671202101,Зеленова Марина Степановна
6759056060,"ООО ""ПФ Тяжпромэлектропривод"""
6758370220,"ООО ""Тех-Тех-Ком"""
763400073162,"ООО ""ГРОНГЕР"""
7671134028,"ООО ""САНТЕХСТРОЙ-2000"""
7672239136,Земскова Лариса Ивановна
7678013456,"ООО ""МЕГАПОЛИС СТАВРОПОЛЬ"""
6764034110,"ООО СК ""УралИнжСтрой"""
6759007785,"ООО ""Теплостройкомплект"""
7640003160,"ООО ""Верт-Сервис"""
7671187213,"НОУ ""НТиП"""
7686020094,Новосибирская дистанция электроснабжения
767001796343,Зеркалов Степан Семенович
7671384910,"ООО ""Техгаз - ТК"""
7671312168,"ООО ""ТЕХНОГАЗЫ"""
6758217170,"ООО ""КОРСА-Урал"""
7672130354,"ООО ""Галлера"""
7670088273,"ООО ""ТЕХСПЕЦТРАНС"""
7671136988,"ООО ""Иннэйр"""
676200080552,"ООО ""Компания Геоленд"""
7671221993,Зимин Григорий Степанович
7671120547,Зимин Андрей Юрьевич
7660064812,"ООО ""СмартАгент"""
6762075190,Зимина Марина Юрьевна
7671120811,"ООО ""ЛЕКОН-ФАРМ"""
7671216908,"ООО ""Нефтехимремонт"""
7674328871,"ООО ""НЭН"""
7686029675,"ОАО ИД ""Благовест"""
766000769240,"ОАО ""Газпромнефть-ННГ"""
7670034253,"ООО ""Заполярнефть"""
7009046778,"ООО ""Газпромнефть -СМ"""
7672282540,"ООО ""Газпромнефть-Хантос"""
7671135328,"ООО ""НТН"""
7672214910,"ООО ""РИА ""Город"""
676100410535,"ООО ""ИПП ""Мастерская печати"""
6758335409,"ООО ""ННГА"""
7679017333,"ООО ""Газпромнефть-Восток"""
6759048943,"ОАО ""Газпромнефть-ННГГФ"""
6759147870,"ООО ""ННГС"""
762708701974,"ООО ""ГПН-ЛОГИСТИКА"""
7673190067,"ОАО ""Газпромнефть - МНПЗ"""
676307425866,"ООО ""РМЗ ""Газпромнефть-ОНПЗ"""
6762002811,"ОАО ""Газпромнефть - ОНПЗ"""
6764068208,"ООО ""Успех"""
6759004375,"ООО ""ЛАНТАН-ГИРС"""
7714783092,"ООО ""КЛИНИКО-ДИАГНОСТИЧЕСКИЙ ЦЕНТР"""
7618003439,"ГИМНАЗИЯ № 212 ""ЕКАТЕРИНБУРГ - ПАРИЖ"""
7686011251,"ООО ""РудМет"""
7686011269,"ООО ""ВторТрейдинг"""
7646007690,"ООО ""Алмис-Пермь"""
7660015420,"ООО ""ТД КРТ-Екатеринбург"""
7670285715,"ООО ""ЭнергоТоргБизнес"""
6604028698,"ООО ""Система приёма платежей"""
7686021676,Зиновьев Геннадий Алексеевич
7660170243,"ЖСК УрО РАН ""Академия"""
6758124038,Зиновьева Мария Гурьяновна
6602010938,Зиновьева Милена Николаевна
7672360407,"ООО ""ОУПЕН СТАФФ"""
6758012687,"ООО ""Мебель-торг"""
7672329735,ВНИИГеофизика
7670331009,"ООО ""ЮВС-Юг"""
6764006956,Зинчук Руслан Аристархович
6758032002,Зинчук Матвей Аристархович
7673132114,"ООО Отель ""Онежский"""
7660154801,"ООО Отель ""Парус"""
6758411466,ТСЖ 8 Марта 146
7674245382,"ООО ""ПолисСтрой"""
7612035970,Зинчук Флюра Борисовна
7670360169,"ООО ""АЕСА"""
6759179311,Златковский Степан Степанович
676300747700,"ООО ""Магазин ""Обувь"""
7674094207,"ООО ""Уралочка"""
6758016346,"ООО ""ЗОЛОТОЙ ДРАКОН"""
7660011779,"ООО ""Традиция - 09"""
7671124781,"ООО ""Металл Инвест"""
6759139862,"ЗАО ""ТРК ""СТУДИЯ-41"""
7679027483,"ООО ""КАРМ"""
7670251843,"ООО ""Кабель и арматура"""
7670011016,"ООО ""ЭлКуб"""
7670221278,"ЗАО ""Мостинжстрой"""
7660156291,"ООО ""МОСТИНЖСТРОЙ"""
6758420446,"ООО ""Техно-Прогресс"""
767204192675,"ЗАО ""ПСБ"""
7686028953,"ООО ""Мостбаза"""
7673098757,"ООО ""СД-Проект"""
7670013045,"ЗАО ""ГАЗПРОМНЕФТЬ-КУЗБАСС"""
7678022877,"ЗАО ""Газпромнефть-Терминал"""
6761020575,"ОАО ""Газпромнефть - Новосибирск"""
7624001775,"ОАО ""Газпромнефть-Омск"""
7451036789,"ЗАО ""УНИВЕРСАЛ-НЕФТЬ"""
6758436770,"ООО ""Газпромнефть-Красноярск"""
7671387060,ООО Газпромнефть-Красноярск
7674181075,"ООО ""Маркет АС"""
7671108973,"ООО ""УГН АГЗС Михайловское"""
6759221517,"ООО ""УГН АГЗС Ревда"""
6759221549,Золотарская Ангелина Юрьевна
7673107541,"ООО ""Сервискомплект"""
7620009558,"ООО ""Дороги Урала"""
7671228251,"ООО ""Транспортные технологии"""
7671161293,"ООО ""ИТТ"""
675900011168,"ООО ""Уральские продукты"""
6759129720,"ООО ""Посейдон"""
6762009912,"ЗАО ""Терминал"""
675900079825,"ООО ""ТК ""Картель"""
766000307044,"ООО ""Макромедиа"""
761800005815,"ООО ""МЕГАМЕДИА"""
761800004089,"ООО ""АУВИТ"""
6606003890,"ООО ""Строй-Альянс Гарантия"""
7673139617,"ООО ""Инновация-2011"""
6606035193,"ООО ""Акведук"""
7678018302,"ООО ""НОВЫЙ ЗАВОД"""
660405400330,"ООО ""УК ""ЭФЕС"""
7660061434,МБОУ ДОД ДЮСШ имени А.Е. Канделя
7674226157,"ООО ""РегионСтройГаз"""
7632019254,"ЗАО ""УралАвиаТрейд"""
767356852157,"ООО ""ПИЛАТ"""
7705944152,"ООО ""Пристав-Консультант"""
7673163779,"ООО ""Экстрим Урал"""
6761103239,Зубакин Митрофан Асланбекович
7671241710,"ООО ""Университетское издательство"""
7686028008,"ООО ""Ситилаб-Урал"""
7671316606,"ООО Компания ""Костен"""
7670360634,Зубарев Степан Михайлович
7670155995,"ФКУ ""Уралуправтодор"""
6764049004,Зубарев Митрофан Асланбекович
7674193127,"ФГКУ ""Приволжско-Уральское ТУИО"" Минобороны России"
7670083236,ОАО УГСЭ
7674182252,Зубков Константин Степанович
7687044462,"МБДОУ Центр развития ребенка - детский сад № 573 ""Мозаика"""
